,country,description,designation,points,price,province,region_1,region_2,variety,winery
829,US,"This full-bodied and densely textured wine has a deep color, aromas like wood smoke and blackberries, and flavors that saturate the palate with berries, clove and dark chocolate notes. It's bold in body, has plenty of tannins for grip, and a lingering, rich finish.",Estate,90,22,California,Amador County,Sierra Foothills,Mourvèdre,Morse
830,US,"A winning combination of seductive, spicy aromas and generous, well-developed fruit flavors make this wine hard to resist. It is full-bodied, dry and quite full-flavored, but without overdoing anything, so it's well balanced.","Estate Grown, Produced and Bottled",90,26,California,Sierra Foothills,Sierra Foothills,Barbera,Naggiar
831,US,"Allowing Zinfandel to take the 60% lead in this marriage with Cabernet Sauvignon, this is an impressive mingling of the two. Black pepper, clove and leathery cigar fuel a high-powered succulence of black and red fruit accented by a smoky drawl.",Howell Mountain,90,80,California,Napa Valley,Napa,Red Blend,Paraduxx
832,US,"Generous fruit and spice flavors and a full, chewy mouthfeel make this an appetizing wine to pair with big food. It smells like black cherries, tastes ripe and berry-like and has accents of cinnamon and cardamom. The texture is supportive and lightly astringent, with fine tannins.",,90,28,California,Amador County,Sierra Foothills,Tempranillo,Renwood
833,Chile,"Spicy, herbal plum and cassis aromas mix in notes of olive and wet dog fur. This is more spunky and fresh than dense. Leafy berry, plum and olive are the key flavors on this Carmenère-led blend that finishes herbal and spicy, with high-toned residual acidity.",Amplus One,90,24,Peumo,,,Red Blend,Santa Ema
834,Spain,"Smoky, oaky, charred flavors of savory plum and berry lead to a full, layered palate with slightly abrasive tannins. This tastes of grilled beef, lemon peel, toast, cassis and chocolate. A toasted character remains on a solid finish. Drink through 2020.",Reserva,90,21,Northern Spain,Rioja,,Tempranillo Blend,Beronia
835,US,"Dried purple flowers and dark cardamom spices are layered across aromas of blackberry, roast beef, soy, jerky and peppercorn on the nose of this blend of 52% Syrah, 40% Mourvèdre and 8% Grenache. A solid, nearly chewy structure unveils dark flavors of beef char, pencil lead, blueberries and a touch of asphalt.",Version Red Anna's Vineyard Reserve,90,50,California,Adelaida District,Central Coast,Rhône-style Red Blend,Adelaida Cellars
836,US,"Aromas of gingerbread cookies with a black-cherry glaze meet black gravel and a touch of asphalt on the nose of this complex and flavorful bottling. The palate blends the brightness of red cherry and strawberry fruit with a rocky minerality, spiced up by black pepper and settling into a plum-skin groove toward the finish.",Bailey Ranch Riserva,90,40,California,Adelaida District,Central Coast,Zinfandel,Bella Luna
837,US,"While relatively full-bodied and tannic, this wine also has friendly, fresh berry and cherry flavors that are held in place by very firm acidity and tannins. It feels and tastes generous but also strong and taut, so it should improve with a little time. Best to drink now through 2020.",Made with Organically Grown Grapes,90,22,California,Sierra Foothills,Sierra Foothills,Syrah,Chacewater
838,Germany,"A dusting of crushed slate and saffron accents this zesty lime and honey kissed Kabinett. It's dancingly light on the palate, but concentrated with swirls of marmalade and orange-peel flavors that extend through a long finish. Drink now through 2025.",Thanisch Kabinett,90,30,Mosel,,,Riesling,Dr. H. Thanisch (Erben Thanisch)
839,US,"Aromas like mint, dried cherry and new oak complement bright, ripe fruit flavors in this full-bodied, densely textured wine. It has a lip-smacking freshness, lively tannins, a lot of complexity and a lingering finish.",Del Arroyo Vineyard,90,50,California,Livermore Valley,Central Coast,Cabernet Franc,Occasio
840,US,"Smoke and oak pronounce themselves vigorously on the nose and entry of this 100% varietal wine, which holds on with a tight grip. Black fruit dominates with leather, chocolate and tobacco playing secondary roles. The finish is lengthy and powerful.",Estate Grown,90,55,California,Moon Mountain District Sonoma County,Sonoma,Cabernet Sauvignon,Korbin Kameron
841,Spain,"In a small field of excellent Cavas, this bready, leesy, semi-rich bottling stands out for its totality and comfort on the palate. Along the road are aromas of burnt banana and toasted bread along with flavors of arugula, lime and dried apple. An elegant finish with stone-fruit and green-herb notes is sophisticated.",Leopardi Brut Nature Gran Reserva,90,35,Catalonia,Cava,,Sparkling Blend,Llopart
842,US,"Fresh whiffs of strawberry and blossom go hand-in-hand with more evolved complexities of mushroom and yeast in this invigorating rosé sparkling. While delicately moussed, it's Pinot-Noir heavy blend lends a satisfyingly voluminous feel to the palate.",Topaz Impérial Rosé,90,37,New York,North Fork of Long Island,Long Island,Champagne Blend,Sparkling Pointe
843,US,"Oak and spice components fill the aroma. The flavors are rich and concentrated, making this a big yet seductive wine. Layered and complex, this full-bodied wine is well supported by fine, velvety tannins.",Stymie Founder's Reserve,90,42,California,Lake County,Mendocino/Lake Counties,Merlot,Steele
844,Spain,"Bready white-fruit aromas are a touch funky and difficult to gauge. In the mouth, this is foamy but secure, with lemon-lime and nectarine flavors. This feels precise on the finish, with mild yeast and bread flavors.",Brut Reserva Special Edition,90,25,Catalonia,Cava,,Sparkling Blend,Torelló
845,US,"From the producer's main ranch and blended with 11% Malbec and 4% Merlot, this classically structured, crisp wine offers notes of thyme, blackberry and tar. Medium bodied on the palate, it finishes in juicy cassis and will stand up to cellaring. Drink now through 2020.",,90,60,California,Oak Knoll District,Napa,Cabernet Sauvignon,Trefethen
846,US,"Dried cherry and strawberry notes are marked by a hint of anise on the nose of this lush, velvety Pinot Noir. While delicate in frame, ripe berry and cherry flavors build in concentration on the palate, accentuated by a spray of pomegranate acidity and lingering bramble notes.",,90,27,New York,Finger Lakes,Finger Lakes,Pinot Noir,Anthony Road
847,France,"Brilliantly fresh, this wine is tight with acidity and textured with zingy citrus. Layers of apple and toast are already integrated in this bright wine. It's tangy, lively and likely to be ready to drink from 2017. The wine comes from the highest vineyard in Chassagne.",En Pimont,90,45,Burgundy,Chassagne-Montrachet,,Chardonnay,Au Pied du Mont Chauve
848,France,"Produced from the rare Romorantin grape, this wine is honeyed as well as crisp and fragrantly fruity. The 50-year-old vines give extra concentration to this lightly wood-aged wine that is ripe while also light and poised. Drink now, although it would be better to keep it until 2017.",Vieilles Vignes,90,20,Loire Valley,Cour-Cheverny,,Romorantin,Benoît Daridan
849,France,"Part of the same family business as Philippe Girard's wines (Benoît is his brother), this is a ripe, pure and clean wine. Perfumed acidity and zesty flavors are integrated into the rich green fruit. Apples and green plums dominate this refreshing wine that will develop. Drink from 2017.",,90,,Loire Valley,Sancerre,,Sauvignon Blanc,Benoît Girard
850,US,"This is a spicy, earthy and medium-bodied selection, lengthy and concentrated in cardamom and forest pine. The fruit tends dark and brooding, with a brambly character balanced against the crispness of acidity. The spiciness persists through the finish.",Geza's Selection,90,48,California,Sonoma Coast,Sonoma,Pinot Noir,Buena Vista
851,Canada,"Smooth and engaging, this offers classic varietal flavors in the context of a northern climate. Red licorice, coffee, tobacco, hemp and dried herbs are all in the mix, with some fruit leather and hints of violets.",,90,38,British Columbia,Okanagan Valley,,Syrah,Burrowing Owl
852,Bulgaria,"Black cherry, red raspberry, dried violets and graphite scent this Thracian Valley Syrah. It is full bodied, tasting of blueberry preserves, black cherry and espresso beans. The tannins are soft and round and lead to an elegant finish.",Nimbus Premium,90,28,Thracian Valley,,,Syrah,Castra Rubra
853,France,"Produced from two parcels in Aloxe Corton, this structured wine has red-plum fruitiness that is still masked by a dry tannic coating. It has concentration and good potential. Drink this textured, firm wine from 2018.",Les Brunettes et Planchots,90,80,Burgundy,Aloxe-Corton,,Pinot Noir,Château de Santenay
854,France,"This wine is packed with ripe fruit, fresh acidity and crisply textured minerality. Finely wrought, it's structured and made to age, with a strong steely backbone to the otherwise fresh lemon and lime flavors. Drink from 2018.",,90,19,Loire Valley,Pouilly-Fumé,,Sauvignon Blanc,Château Favray
855,US,"Damp sagebrush, dark cranberry, buttered black cherries, fresh plucked marjoram and wet stone show on the nose of this bottling. The tip of the sip shows great thyme, bay leaf and anise character, then settles into rich cranberry fruit, all held together by a decent tannic grip. The dark fruit flavors linger deep in the finish.",The Diva,90,45,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Chateau Lettau
856,Italy,"This offers aromas suggesting forest floor, porcini mushroom, grilled herb, leather and mature berry. The ripe, chewy palate displays black cherry, sage, licorice and toasted nut alongside tightly wound tannins that need to unwind. 2018–2024.",,90,56,Tuscany,Brunello di Montalcino,,Sangiovese,Corte dei Venti
857,France,"This is pretty pale for a Tavel, with a coppery tinge to its pink color. Notes of lime zest, wet stone and modest cherry-berry notes finish on a bright citrus note.",,90,24,Rhône Valley,Tavel,,Rosé,Prieuré de Montézargues
858,Spain,"Dusty apple and mineral aromas are composed, not loud, while additional peach-pit notes are crisp. This mature Godello is round and solid in composition, while stony apple and quince flavors finish long and in good shape. Drink now.",Lapola,90,36,Galicia,Ribeira Sacra,,Godello,Dominio Do Bibei
859,Spain,"This amontillado smells complete, with a tight aromatic mix of raw wood, brine, citrus and dried stone fruits. The palate is racy, with razor-like acidity. Intense flavors of dried apricot, tart nectarine and almond skins finish full  and lasting, with cutting acidity.",Viña AB Amontillado Seco,90,26,Andalucia,Jerez,,Palomino,González Byass
860,Italy,"Aromas of scorched earth, game, truffle and mature plum come together in the glass. The ripe palate offers dried blackberry, mature cherry, anise and almond alongside firm, fine-grained tannins. Drink through 2020.",Riserva,90,25,Tuscany,Chianti Classico,,Red Blend,Il Brunone
861,US,"Chocolaty aromas and ample spicy, dark-fruit flavors power this generous and firm-textured wine. Everything seems in place and in balance, ready to take on a nice roast or braise.",,90,15,California,Dunnigan Hills,Central Valley,Tempranillo,Matchbook
862,Italy,"Wild cherry, rose, spice and chopped sage aromas come together on this round, savory wine. The juicy palate offers fleshy black cherry, raspberry, star anise and a coffee note set in a framework of polished tannins. Drink through 2018.",Riserva,90,22,Tuscany,Chianti Classico,,Sangiovese,Luiano
863,Italy,"A blend of 85% Sangiovese, 10% Colorino and 5% Canaiolo, this offers pretty aromas of pressed rose, violet, berry, menthol and a whiff of ground cooking spice. The linear palate offers mature black cherry, orange zest, clove, white pepper, licorice and a hint of pipe tobacco alongside firm, fine-grained tannins.",,90,20,Tuscany,Chianti Classico,,Red Blend,Villa Mangiacane
864,Spain,"Black fruits, fine herbs and horsehide carry the aromas of this offering. In the mouth, this is firm and well built, with integrated tannins. Savory flavors of soy sauce and roast plum share space with bolder, riper cherry notes, while a warm, earthy finish tastes of roasted plum and berry. Drink through 2021.",Valcortes Crianza,90,30,Northern Spain,Rioja,,Tempranillo,Maset del Lleó
865,Italy,"Mostly Sangiovese with 5% Colorino and made by refermenting with partially dried grapes, this wine offers aromas of dried plum, clove, scorched earth and a balsamic note. The concentrated palate offers dried black cherry, raisin, licorice and a note of ground pepper that lead to a firm finish.",Riserva,90,30,Tuscany,Vino Nobile di Montepulciano,,Red Blend,Salcheto
866,Italy,"Luminous and fresh, this opens with aromas of red berry, violet, chopped herb and a whiff of baking spice. The vibrant, linear palate offers red cherry, strawberry, white pepper and star anise alongside racy acidity and polished tannins. Enjoy through 2018.",,90,18,Tuscany,Chianti Classico,,Red Blend,Vignavecchia
867,Italy,"Pressed violet, perfumed berry and a hint of baking spice aromas unfold on this sleek, savory red. The medium-bodied palate delivers ripe black cherry, crushed raspberry, cinnamon, clove and star anise alongside firm, polished tannins. Drink through 2021.",Il Palei,90,22,Tuscany,Chianti Classico,,Sangiovese,Villa a Sesta
868,Italy,"Red berry, chopped herb, blue flower and menthol all come together on this elegantly structured red. The juicy, accessible palate offers ripe black cherry, crushed raspberry, licorice and a hint of vanilla alongside round tannins. Drink through 2021.",Riserva,90,28,Tuscany,Chianti Classico,,Red Blend,Castello della Paneretta
869,US,"A dark nose of black tobacco, condensed violets, soy, black pepper, black plum and aromatic wood shows on the nose of this wine from a longtime Paso estate, now owned by the Foley family. The palate offers an intriguing sense of black pepper and dried violets, followed by lavender, thyme, rosemary and elderberry laid across fine-grained but structured tannins.",Reserve,90,40,California,Paso Robles,Central Coast,Cabernet Sauvignon,EOS
870,US,"Winemaker Mark McNeilly from Mark Ryan Winery makes this estate grown Viognier, and works it in the same strong, substantial, concentrated style as his own release. The mix of concrete and neutral oak fermentation brings out some nice floral highlights and a light hint of toast. The length and flavor development through the long finish are exceptional.",Collaboration Series,92,35,Washington,Red Mountain,Columbia Valley,Viognier,Force Majeure
871,US,"Unctuous and ripe in caramel and toasty aromas, this is deep golden in color but completely crisp and balanced in the glass. The nose is so overwhelming that the flavors take time to show. Once they do, it's a celebration of green apple and melon enveloped in complex minerality and a supple body.",Fort Ross Vineyard,92,44,California,Fort Ross-Seaview,Sonoma,Chardonnay,Fort Ross
872,US,"The aromas of this Chardonnay are zesty and fresh yet rich, with barrel smoke, caramelized pear and vanilla tones. The integration continues on the palate, with a bit of oak followed by apple, white peach, nectarine and lime zest. It's flavorful and enjoyable now.",Nielson Vineyard,92,32,California,Santa Maria Valley,Central Coast,Chardonnay,Byron
873,Chile,"Deep, pure cassis and red berry aromas are integrated and thorough. This Bordeaux-style blend of Cabernet Sauvignon, Petit Verdot, Cabernet Franc and Merlot is racy, tight and hard-driving, with bold berry, pepper, baking spice and chocolate flavors. A toasty, peppery finish is juicy, forward and long. Drink through 2020.",Edición Limitada B,92,30,Colchagua Valley,,,Bordeaux-style Red Blend,Caliterra
874,Italy,"An enticing fragrance of rose, blue flower, incense and truffle wafts out of the glass. On the palate, accents of black pepper, espresso and licorice add depth to the bright cherry-berry fruit, while polished tannins give it a smooth, silky texture. It's well balanced and fresh. Drink 2018–2030.",Maria di Brun,92,113,Piedmont,Barbaresco,,Nebbiolo,Ca'Romè
875,France,"Pure fruitiness with a deliciously tangy texture mark this wine. It has a rich, juicy character with light spice to highlight the green fruits and zesty bitter orange flavor. At the moment, the wine is all fruit and it needs to age to bring out the greater depth. Drink from 2017.",Vignoble d'E,92,30,Alsace,Alsace,,Riesling,Domaine Ostertag
876,Italy,"Sweet oak, vanilla, plum, violet and mocha aromas lead the nose on this structured wine. The oak influence carries over to the palate together with ripe black cherry, leather and baking spice. The tightly compacted tannins need time to unwind. Drink 2020–2035.",Vigna del Gris,92,92,Piedmont,Barolo,,Nebbiolo,Conterno Fantino
877,Italy,"Underbrush, tobacco leaf, leather, truffle and blackberry aromas take center stage along with whiffs of toast and fig. The palate shows black cherry, carob, bitter cocoa, white pepper and sage alongside bracing tannins that leave a drying finish.",Leon Riserva,92,75,Piedmont,Barolo,,Nebbiolo,Rivetto
878,US,"A brand new vineyard designation for the winery, Bedrock dates to the 1800s and is being made famous by proprietor Joel Peterson of Ravenswood and his son, Morgan Twain Peterson. This wine does the site justice, a smooth concoction of cherry pit and allspice, elegant and yet plenty generous in fruit and structure, measured by natural acidity.",Bedrock Vineyard,92,50,California,Sonoma Valley,Sonoma,Zinfandel,Robert Biale
879,US,"Buttered sourdough toast and a slight nuttiness kick off another excellent Chardonnay from the ever-reliable Talley. The palate is greeted with minerality that fades into an apple butter flavor alongside a pinch of cinnamon, culminating in a graceful vanilla finish.",Estate Bottled,92,27,California,Arroyo Grande Valley,Central Coast,Chardonnay,Talley
880,Italy,"Made entirely of Pinot Nero, this elegant, structured sparkler opens with aromas of rose, berry and yeasty sensations of freshly baked butter cookies. The palate delivers a nice depth of flavors including tart red apple, wild strawberry, sage and marjoram alongside brisk acidity and an elegant, persistent mousse. It's already delicious but will also age well over the next few years. Drink through 2019.",Cuvée Giulio I,92,49,Piedmont,Alta Langa,,Pinot Nero,Tosti
881,Italy,"Fresh and refined, this has an intensely fruity nose of wild berry, forest floor, pine and rose petal. The bright palate doles out crushed strawberry, Morello cherry, vanilla and cinnamon alongside smooth, supple tannins and bright acidity. Nicely balanced and focused. Drink through 2025.",,92,19,Piedmont,Barbaresco,,Nebbiolo,Veglio
882,Portugal,"This lightly wood-aged wine is slightly austere in style, with plum and blackberry tones providing weight. Some tannins and acidity accompany its fine, fruity core, giving a more serious note to this wine. Drink from 2018.",Seleção do Enólogo,92,11,Dão,,,Portuguese Red,Pedra Cancela
883,Portugal,"Still dark and dense, this young wine has power and structure on its side. The tannins and concentrated firm texture promise aging, allowing the big black fruits to be released. Made from vines in the Douro Superior; drink from 2017.",Vale de Cavalos,92,44,Douro,,,Portuguese Red,Poças
884,France,"The wine is crisp, packed with grapefruit flavors and with a tight texture that suggests it could age. A tang and a steely acidity comes in behind the fruit and offers an austere aftertaste. Drink from 2017.",Schlossberg Grand Cru,92,24,Alsace,Alsace,,Riesling,Joseph Fritsch
885,US,"A stellar wine at Kiona for decades, this includes 11% Gewürztraminer in the blend, and is finished at 83 g/L residual sugar. The palate impression is more juicy than sweet, with rich fruit flavors of ripe grapefruit, peach and apricot. The balance, acidity, length and texture are spot on.",Late Harvest,92,15,Washington,Columbia Valley (WA),Columbia Valley,Riesling,Kiona
886,US,"Jet-black aromatics of creosote, charred meats, pepper and plum-blackberry jam make an excellent entry point for this wine from a vineyard in the new Ballard Canyon appellation. Blackberry sauce leads the palate, with espresso bitterness and strong acidity throughout. A powerful but beautiful Syrah.",Tierra Alta Vineyard,92,35,California,Santa Ynez Valley,Central Coast,Syrah,Comartin
887,US,"Lightly toasted tobacco, blueberry pie and cedar scents lead the way on this single-vineyard Cab. Fresh blueberry on the palate combines with a great arc of flavors that ends in a chewed cigar finish.",Lone Oak Vineyard Estate,92,33,California,Santa Cruz Mountains,Central Coast,Cabernet Sauvignon,Cooper-Garrod
888,US,"Pure Merlot from the Stillwater Creek Vineyard, this finished its fermentation in concrete egg, then spent 20 months in 100% new French oak, and another two years in bottle prior to release. Tightly wound and dense with cherry and chocolate layered throughout, it brings in flavors of red licorice and baking spices. The tannins are silky and the structure and flavors are bold.",,92,140,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Matteo
889,US,"Many red wines from Epiphany, run by the family of the late actor Fess Parker, have a nose-tickling singed-cedar aroma. It works great on this blend of 57% Syrah and 43% Cabernet Sauvignon, leading into a palate heavy with espresso and dark chocolate-dipped cherries, culminating in a mocha finish.",,92,35,California,Santa Barbara County,Central Coast,Syrah-Cabernet Sauvignon,Epiphany
890,US,"This is the second vintage release for the estate vineyard, which occupies the highest planted portion of Red Mountain. Precise, sharp-edged, high-acid red-fruit flavors of berry and cherry seem stacked vertically, with a strong mineral underpinning. The alcohol is a bit high, but overall the structure holds together and would support further aging; drink now–2022.",Collaboration Series Force Majeure Vineyard,92,75,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Force Majeure
891,US,"An aromatic profile of crushed mint, hot gravel and red fruit introduces this blend of 83% Grenache and 17% Mourvèdre. It's lightweight on the palate, but with complex flavors of herb and spice that swirl around a core of blackberry fruit and finish with mouthwatering acidity.",Cuvée Jeanne Marie Williamson-Dore Vineyard,92,40,California,Santa Ynez Valley,Central Coast,Rhône-style Red Blend,Foxen
892,Chile,"Reedy, berry aromas come with a shot of eucalyptus, which is very Chilean. A tight, tannic, dry palate is exact and intense. Flavors of leafy and slightly herbal black fruits are matched by licorice and coffee notes, while the finish is long, dry, snappy and loaded with earthy spice notes and hints of olive and mint. Drink through 2019.",Tralca,92,100,Colchagua Valley,,,Red Blend,Viña Bisquertt
893,US,"An aromatically vibrant wine with notes of slate, peach, apricot and citrus. It drinks off dry, with exquisitely balanced acidity and a lot of depth and richness to the fruit flavors. Impressive stuff.",Underwood Mountain,92,21,Washington,Columbia Gorge (WA),Washington Other,Riesling,Savage Grace
894,US,"This blend of 50% Syrah, 23% Petite Sirah, 17% Mourvèdre and 10% Grenache presents a delicious strawberry cake nose, backed up with dried purple flowers and cigar box backbone. On the palate, elegant purple fruits are laced with leather and pepper, finishing with a cleansing tartness.",Portolan,92,80,California,Paso Robles,Central Coast,Red Blend,Sextant
895,US,"This is the first vintage for this blend of 75% Cabernet Sauvignon and 25% Sangiovese. Ripe, lush and complex, it offers flavors of plum and cassis, with an appealing texture and moderately gripping tannins. There's life and snap to the finish, and though it's already delicious just two years after the vintage, another year or two of bottle age should see it continue to improve.",Avansino Grand Reserve,92,28,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Arbor Crest
896,US,"This is balanced and elegant in subtle pear, ginger and lemon. A fine food wine, it's ideal for roast chicken in herbes de Provence or ratatouille. Located in the Petaluma Gap and the source of grapes for several wines, Sun Chase was bought in 2013 by Guarachi Family Wines.",Sun Chase Vineyard,92,40,California,Sonoma Coast,Sonoma,Chardonnay,Evening Land
897,Italy,"This cloudy, amber-colored wine isn't for the faint of heart. Made from ancient Grecanico, Carricante and Catarratto vines on the slopes of Mt. Etna and aged in terra cotta amphorae, it's mineral-driven with intense flint, smoke, nectarine, citrus, ginger, white pepper and balsamic sensations supported by an acidic backbone. Boasting great depth and complexity, it evolves continuously in the glass.",Munjebel Bianco 9,92,40,Italy Other,Vino da Tavola,,White Blend,Frank Cornelissen
898,Italy,"Aromas of crushed plum, asphalt, oak, toast, exotic spice and forest floor lead the nose. The palate delivers black cherry, mocha, licorice and mineral alongside bracing, tightly woven tannins that need time to unwind. Drink 2017–2031.",Sorì Tildin,92,500,Piedmont,Langhe,,Red Blend,Gaja
899,France,"This is a wonderfully balanced wine, bursting with ripe spice as well as acidity. It's a rich wine, now showing maturity without losing its fruit. The depth of flavor, drilling right down to the mineral structure, is impressive. Drink now, although also wait until 2016.",Jubiléé,92,55,Alsace,Alsace,,Gewürztraminer,Hugel
900,Argentina,"The color of this Malbec and the legs it gives off help separate it from the pack. A plush nose shows unabsorbed oak and char along with deep berry and cassis notes. Total saturation on the palate matches the nose, and this tastes of chocolate, mocha, wood spice and rich berry fruits. Oak is currently speaking the loudest on the finish. Drink through 2023.",Bramare,93,40,Mendoza Province,Valle de Uco,,Malbec,Viña Cobos
901,US,"The floral perfume of this cool-climate bottling is intense—all lavender accented with black pepper, white pepper and thyme. Tart black plum skin flavors lead the palate, building towards savory elements that recall dried purple flowers, thyme, rosemary and black pepper. Medium bodied and dense, it will be versatile with food.",,93,40,California,Edna Valley,Central Coast,Syrah,Chamisal Vineyards
902,US,"Sourced from the producer's Stanly Ranch Estate Vineyard and Hyde Vineyard, both in Carneros, this is a stunning effort. Its baked pear fruit provides hefty body and texture, while honeysuckle and apple blossom notes and a squeeze of lemon-like acidity keep it balanced and fresh.",Silhouette,93,65,California,Napa Valley,Napa,Chardonnay,Merryvale
903,France,"This is an impressively ripe and solidly fruity wine. Blending mainly Tannat with Cabernet Franc and Cabernet Sauvignon, it is certainly structured. But it is the brilliant black fruit that gives this wine its real character and density. It is impressive, and obviously made for the long haul. Drink from 2021.",Crouzeilles-Côte Abeilles,93,65,Southwest France,Madiran,,Tannat-Cabernet,Producteurs Plaimont
904,US,"Bob Lindquist shows his mastery of cool-climate fruit with this bottling, which is redolent of asphalt, cracked black pepper, rosemary, lavender and damson plum. It's fairly light in body but strong in tarry structure, offering loads of cracked peppercorn flavor with its juicy purple fruit.",Sonnie's Sawyer Lindquist Vineyard,93,,California,Edna Valley,Central Coast,Syrah,Qupé
905,US,"This feral and gamy wine shows roast lamb, rosemary, dried fennel, rose petal and forest floor aromas on its dynamic nose. The palate leads with explosive acidity, before waves of Concord grape and blackberry flavor take hold. It's light on its feet but has some textural firmness, finishing on rosemary, lavender and game notes.",,93,28,California,San Luis Obispo,Central Coast,Syrah,Sinor-LaVallee
906,US,"Light gold in color, this wine is focused and bright. A jasmine aroma and succulent green-apple flavor pairs with steely minerality, offering power and grace in one satisfying package.",Sullivan Vineyard Dutton Ranch,93,51,California,Russian River Valley,Sonoma,Chardonnay,The Calling
907,France,"Aged in wood, this wine is rich and spicy. Its fruit though is beautifully in balance, ripe with raspberry and red-currant fruits that are shot through with lemon acidity. This is a full-bodied wine, impressively structured and likely to age for a year or two. It is named after the 946 steps up the mountain behind the estate. Drink from late 2017.",Cuvée 946,93,50,Provence,Côtes de Provence Sainte-Victoire,,Rosé,Château Gassier
908,France,"This lightly wood-aged wine, from an estate that has only changed hands three times in 400 years, is crisp, tight and very young. It has fine potential for the future. There are elegant fruits, spice and intense acidity that needs to soften. Produced from selected high-altitude parcels, the wine is balanced between the tangy texture and mineral fruitiness. Drink from early 2018.",Jadis,93,34,Provence,Côtes de Provence,,Rosé,Château Grand Boise
909,France,"The estate wine from this Cahors showpiece property, it shows the rich intensity that can be conjured from Malbec, packed with tannins but also with dark, ripe-berry fruit and great intensity. It is a wine with potential—with a tannic structure that will see the wine starting to drink from 2020.",,93,50,Southwest France,Cahors,,Malbec,Château Lagrézette
910,France,"Named after the year 2008, when Provence's La Londe became its own appellation, the wine is an impressive selection from specific parcels in the dry coastal slip between Toulon and Saint-Tropez. It is textured, full of ripe fruit, red berries and a squeeze of lemon juice. The wine is full bodied, rich and likely to age for a few more months. Drink from early 2018.",Grande Cuvée No. 8,93,30,Provence,Côtes de Provence La Londe,,Rosé,Château les Valentines
911,France,"The top cuvée from Roubine, this unusual blend of Tibouren and Clairette is intensely perfumed and ripe and with a fine stylish character. It is an impressive wine with yellow fruits as well as red currant and citrus. This food friendly wine should age a bit, so drink from late 2017.",Inspire,93,40,Provence,Côtes de Provence,,Rosé,Château Roubine
912,US,"The Daou brothers have become increasingly known for their rich, unctuous and lavish high-end wines, but this bottling offers a taste of that opulence for just $30. Plump blueberry and soft, cedar-like spice scents show on the nose, while the palate bursts with black cherry, dark chocolate and caramel flavors, powered by ample acidity. It will age gracefully, but is already delicious.",,93,30,California,Paso Robles,Central Coast,Cabernet Sauvignon,Daou
913,US,"From the producer's estate vineyard on Mount Veeder, this 100% varietal vineyard designate is oaky, viscous and intensely flavored with green apple, melon and peach. Delicious honeysuckle and grapefruit peel aromas make it all the more compelling, balancing its voluptuous weight and ripeness.",Sage Vineyard,93,45,California,Napa Valley,Napa,Sauvignon Blanc,Darioush
914,US,"From an aptly named vineyard, this whopper of a wine blends 37% Zinfandel, 32% Syrah, 16% Grenache and 15% Mourvèdre with 24% new oak and 20% whole-cluster fermentation. The result is a perfume that's both tart with boysenberry and rich with caramel, oak and cola. Black plum, gravel and bay leaf flavors surround its meaty core, persisting deep into the finish.",The Maneater Derby Vineyard,93,32,California,Paso Robles,Central Coast,Red Blend,Derby
915,US,"Multiple vineyards contribute to this standout blend. It feels open and accessible, yet carries the structure to age gracefully. You'll find interesting threads of freshly picked herb, lemon oil, pimiento and olive supporting citrus and fresh apple fruit.",Récolte Grand Cru,93,125,Oregon,Dundee Hills,Willamette Valley,Chardonnay,Domaine Serene
916,US,"Earthy with dusty loam and forest scents, this wine is intensely rich, with grippy, chewy tannins. Fine-grained oak notes support dark chocolate, clove and tobacco flavors, accented with fruit-forward elements that recall wild blueberry and blackberry. Structured to age, it will be best from 2023 through 2030.",Sycamore Vineyard,93,150,California,Rutherford,Napa,Cabernet Sauvignon,Freemark Abbey
917,US,"The first vintage of this small-production wine, this is meaty, full of smoky pepper and dense red and blue fruit. It's powerfully built and structured, packing a finishing punch of roasted coffee and chocolate flavors. A worthwhile new discovery and a producer to watch.",Seven Pillars Jess' Block,93,60,California,Fort Ross-Seaview,Sonoma,Syrah,Hard Six Cellars
918,US,"Domaine is the winery's top Pinot Noir: all-estate grown, from grapes now certified biodynamic. It's an accessible, pretty wine, with rich flavors of pastry fillings—think raspberry scones. It's got a tart, tangy grip and the length and structure to age at least a decade.",Domaine,93,70,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,King Estate
919,Spain,"Flawless on the nose, this amontillado purchased from the solera of Señor González Obregón is full of lift, power and toffee on the nose. There's zero excess weight to the palate, which features flavors of nuts, salt, caramel and dried apricot. On the finish, a hint of buttered toast offers an umami offset to acid-driven raciness.",Almancenista José Luis González Obregón Amontillado del Puerto,93,30,Andalucia,Jerez,,Sherry,Lustau
